Tweets,Label
ngentot tiktok shop ngapa tutup sihhh mahal bgt ajg di sopi,Negatif
"Saat inovasi digital berkembang pesat, perlu regulasi yang seimbang untuk menjaga keadilan bisnis. TikTok Shop tutup sementara, menunggu langkah yang lebih baik dalam ekosistem bisnis digital kedepan. ",Positif
"taylor, akun aku lg rame ramenya tiktok shop malah di tutup FAG KATA GUE TEH",Positif
"please pedagang tanah abang or siapapun yang minta tiktok shop, shopee luar negeri, lazada luar negeri di tutup itu… BAYAR BERAPA LAH ke negara sampai negara buat kebijakan buat tutup semua itu 🥹? mantappsss kalian sangat egois ☺️👏🏻",Negatif
"Itu cuma shopee, belum lg lazadanya yg nggk bisa dipending🫠 Untung tiktok shop udh tutup, coba kalo belum duh bisa tepar keknya.",Positif
" betulan, ni TikTok Shop tutup bener2 ngaruh bgt ke perusahaan2 MCN… jujur bener2 sedih bgt hari ini 😞",Negatif
  Bar bar emang user tetangga 1 ini Tiktok shop di tutup seakan2 hidup nya juga akan berakhir 🤯,Negatif
Dengan adanya tiktok shop mempermudah masyarakat dalam membeli maupun menjual produk tanpa harus mengeluarkan modal yang banyak jadi kalo di tutup gini gimana dong mau cari uang?   ,Negatif
"Semenjak tiktok shop tutup, ngerasa penjualan di shopee kembali seperti sedia kala 😬 ",Negatif
 Yang udah kena efek tiktok shop di tutup adalah para kurir paket.,Positif
"Ni orang2 yg suruh tiktok shop tutup, boleh sekalian gak minta ke pemerintah gausa ada mobil, kita balik naik delman aja gimana?",Negatif
"TikTok Shop Tutup, Para Pelaku Usaha Tekstil Berjuang Menghadapi Tantangan Baru,   ",Positif
 itu salah satu faktor tiktok shop tutup dan dikaitkan kembali dengan Peraturan menteri perdagangan dengan alasan social commerce menjadi tempat promosi dan transaksi,Negatif
"Lah iyak, baru kepikiran. Kemarin kan tiktok shop tutup, lah terus barang yang belum dikirim statusnya gimana??",Negatif
Dinas Koperasi dan UMKM Sultra Dukung Kebijakan Pemerintah Tutup Tiktok Shop  lewat ,Positif
Sebel banget tiktok shop pake di tutup elah,Positif
 Tiktok Shop di tutup beneran karena tanah abang kah? Bukan karena hal lain?,Positif
 Tiktok shop tutup aja udah banyak yang PHK udah gilaa,Negatif
"Februari tiba-tiba penjualan TikTok turun 50%, bikin kelimpungan. Effort sana sini, bukannya naik malah makin suram. Meski pahit, mau gak mau akhirnya adaptasi. Alhamdulillah bisa survive. Dibalik itu ternyata saya sdg dilatih, sebelum TikTok Shop akhirnya tutup.",Negatif
"Class action? Setelah Tiktok Shop tutup akankah lanjut? Sepertinya tujuan marketplace dan inti permasalahan dari pedagang harusnya didetailkan, dirinci lebih dalam, harus wakil dari pemerintah, sebagai mediator, yang nantinya bertindak sebagai justice bao, bukan oportunis ",Positif
"Pak Ganjar menerima semua aspirasi dari masyarakat, termasuk aspirasi pihak yang terdampak dari di tutup nya tiktok shop       ",Positif
" Plisss semoga cepet comeback, soalnya aku tim tiktok shop banget. Gara2 tiktok shop tutup jadi jarang buka tiktok sekarang",Positif
"Klo mau adil..suruh yg jualan tiktok shop,jualin produk indonesia. Negara udh banyak ruginya. Udh denger alasan presiden kenapa tiktok shop di tutup kan.",Positif
apa itu TikTok Shop tutup? ,Negatif
"Sejumlah pedagang di pusat grosir ITC Cempaka Mas, Kemayoran, Jakarta Pusat mengaku tidak merasakan perubahan signifikan sejak TikTok Shop tutup. ",Positif
Inara Rusli akui sedih karena TikTok Shop tutup ,Negatif
"Sedih Penghasilan Terdampak Saat TikTok Shop Tutup, Inara Rusli Dilihat Mudarat dan Maslahatnya   ",Negatif
Inara Bantah Bakal Rujuk dengan Virgoun gegara TikTok Shop Tutup ,Negatif
Sedianya Tiktok Shop bakal gelar promosi 10.10 untuk memuaskan" para konsumen berbelanja secara daring dengan guyuran diskon &amp  bonus yang sangat "fantastis". Tapi untuk di Indonesia sudah keduluan tutup sejak Rabu (04/10) pukul 17 WIB lalu. Jadi urung gelarannya ,Positif
"     tiktok shop cepat amat.kalian tutup ,,pinjol kalian ga bisa berbuat apa2? Kenaapaaa?? wkwkwkwkkw",Positif
"Saat inovasi digital berkembang pesat, perlu regulasi yang seimbang untuk menjaga keadilan bisnis. TikTok Shop tutup sementara, menunggu langkah yang lebih baik dalam ekosistem bisnis digital kedepan.       ",Positif
"TikTok Shop Tutup, Pedagang Tanah Abang atau E-Commerce yang Untung? ",Negatif
"Isi otaku akhir2 ini gimana ya dpt uang bnyk.afiliet ku sudah di tutup satu, tiktok shop Afiliet lazada gk mencakup bisa kesebar orang bnyk.Cuma Shopee yg alhamdulillah uang ya bisa buat jjn barang2 yg aneh mngkin mnrut mu co : pembersih kaca,selng pompa itu dftr dri uang afiliet",Negatif
"Setelah TikTok Shop, Pedagang Tanah Abang Ngelunjak Minta Tutup Semua E-Commerce  ",Positif
 tapi pusat grosir cipulir rame lho semenjak tiktok shop di tutup entah ngaruh atau nggaknya atau emang lagi momen mau natal aja orang timur pada belanja 🤣🤣🤣🤣,Positif
" Kayaknya efek dari tiktok shop di tutup, mungkin ecomerce juga lagi nahan buat gak ngasih promo gila-gilaan dulu, takut ntar kesenggol . Karna pidato presiden juga kan sindir harga2 yg murahnya gak masuk akal .",Negatif
"Imbas TikTok Shop Tutup, Produk Impor Dinilai Bakal Tetap Dominan  ",Negatif
 Plis grgr tiktok Shop di tutup aja dah ngerugiin gue pribadi apalagi shopee ma lazada juga heh 😭 nggak bisa woyy,Negatif
Kenapa sih penyelesaiannya sampe harus tutup Tiktok shop dan online shop lainnya? Ya kn tinggal ajarin aja management tanah abang nya tuh bikin akun pake tiktok shop.. gantian deh tuh live tiap hari beda toko 1-1 disana~,Positif
tom ini ceritanya kaya pedagang Tanah Abang yg minta tutup tiktok shop😂😂,Positif
 Banyak perusahaan yg tiba nutup lowonganya barusan gue cek. Padahal baru banget gue save"in nggak lama sebelum tiktok shop di tutup. Sad",Negatif
 Ada yang minta tutup tiktok shop ada beginian wkwkwk ada-ada aja,Positif
"Gokil emang efek TikTok Shop di Hapus, gue yg udah save beberapa job di Indeed posisi Content Creator baru mau apply lagi, malah jadi tutup semua lowongannya. Mantap memang Kemunduran 👏👏👏",Positif
" TikTok shop di tutup, sekarang ngelunjak minta yang lain di tutup. Ga mikir umkm yang lain apa gimana sih ini",Negatif
"sebagai affiliator yg baru join TikTok Shop aku keberatan sih kalo TikTok Shop di tutup, pdhl wadah utk UMKM kecil seperti saya dan yg lainnya juga. Semoga bisa dipertimbangkan lagi",Negatif
"  saya ga tiktokan, jd malah gatau ada tiktok shop ampe rame2 mo tutup. di onlen shop baju2 kayanya masi ddominasi produk lokal de... kl kalian dak mau repot bikin konten n ikuti perkembangan jaman, ya jgn ngomel kl kalah saing.",Negatif
MOHON JANGAN TUTUP TIKTOK SHOP SEBAB SHOPPE PUNYA DELIVERY LEVEL PUKIMAK TERPALING PUKIMAK,Positif
 Ini yg harusnya di tutup pemerintah bukan tiktok shop,Negatif
"Pedagang tanah abang,gmw menerima kemajuan teknologi dan perkembangan jaman,teriak2 minta tiktok shop di tutup sekarang minta semua e commers di tutup...kemana waktu mereka di jaya dulu,mereka adem ayem untung gede gk ada yg ngrecokin",Positif
 Tiktok shop tutup ae jasa pengiriman wes mulai pengurangan karyawan,Positif
"  Bang, lu beneran mikir tiktok shop di tutup karena masalah tanah abang?",Positif
Sesuai prediksi pedagang Tanah Abang menolak digitalisasi. sehingga meminta e-commerce lain tutup juga mengikuti TikTok Shop.,Negatif
"Setelah Tiktok Shop, Pedagang di Tanah Abang Minta Shopee  dan Lazada  Dihapus Juga, Warganet: Tutup Saja  ",Positif
" Jgn complain je,cuba dgr explanation jokowi pasal tutup tiktok shop…senang tiktok tu banned terus..",Positif
"Tiktok Shop Berakhir. Kini, Pedagang Tanah Abang Kembali Minta Pemerintah Tutup Semua Aplikasi Belanja Online ",Positif
TikTok Resmi Tutup TikTok Shop di Indonesia.           ,Negatif
  Ttp sepi. Krn online shop. Bkn krn tiktok. Pengen rame ya semua online shop d tutup trs balik ke jaman batu. Pengen sukses ikuti perkembangan jaman. Bknnya melawan.,Negatif
"Setelah tiktok shop di tutup, Warga bumi merah meminta shopee sama lazada di tutup.  Wkwkwk memang otak nya gak d pake, beneran mau di ambil sendiri semua🤣",Positif
" egois, gak mikirin orang yg terdampak, yg cari uang dari marketplace online. tiktok shop tutup aja para kurir menurun pendapatannya",Negatif
 Tiktok shop bisa dihapus karna emang mereka ijin awalnya bukan ecomers tapi kalo kayak lazada shopee dll jangan harap bisa di tutup,Negatif
"Si anj, tiktok shop tutup, trs gue blnja dmn 😭😭",Negatif
" Tiktok shop di tutup bukan karena tanah abang, tanang abang sepimah udah dari dulu,,,,",Negatif
" Mereka tutup TikTok shop , karena mau jualan sendiri ampun pemerintah-pemerintah 😂",Positif
" Padahal abang ini   menolak juga tiktok shop di tutup, hanya minta lebih di regulasi tapi yang disana malah makin ke sono 😌",Positif
"Tiktok shop ga tutup feeling gua aja sih tapi nanti muncul platform baru,e commercenya dia tapi beda app aja :)",Positif
"tiktok shop tutup yang kehilangan penghasilan"" bukan hanya penjual di tiktok, tapi juga kurir. yang biasanya perhari bisa 60 - 100 paket. sekarang cuma dibawah 20 paket 🥲""",Negatif
Aku ni borak pasal tiktok shop indon tutup tau. Runtuhkan ekonomi sana. Apa kena mengena dgn M'sia pulekk ni 😭 tiber borak pasal beras. Taikun. B40. Mana² jadi kerajaan pun 2x5 je skrg ni. PN lagi kuat sembang. Next election aku pangkah bebas 🤘🏻,Positif
Emang tiktok shop tutup karna tanah abang? Kayanya kepedean deh,Negatif
"  Anjing , gue di cut gara gara tiktok shop tutup. Dah gitu aja.",Negatif
" TIKTOK SHOP tutup bukan karena Pedagang   Tanah Abang yaa,, jd jangan nglunjak.... Tiktok Shop tutup karena masalah izin dan produk asing ilegal... Barang"" asing d Shopee juga udah mulai dilarang""",Negatif
"Kemarin TikTok, terus shopee yang produk luar negri. Sekarang minta semua online shop di tutup? Mau Lo apaan sih! Ga puas bgt jadi manusia. Barang Lo ga laku karna barang Lo jelek kali, makanya gada yang mau beli. Heran bgt minta tutup tutup online shop. Padahal mah kalo iri-",Negatif
" tk bise la tiktok shop dah kenak tutup, beli pasar tengah boleh ndk",Positif
"sekarang jelas, tiktok shop di tutup karna gaada izin bukan karna Tanah abang"" sepi. Udah nih di cabut izin Tiktok shop nye wkwkwkw aneh nye para pedagang tradisional pada nuntut E-Commerce juga di suruh tutup, normallllll""",Negatif
 Hari ini j&amp t wilayah Bekasi sedang banyak pengurangan karyawan imbas dari tiktok shop di tutup 🥺 ,Negatif
" Balikin tiktok shop, tutup tanah abang",Positif
"Setelah TikTok Shop tutup, pedagang pasar minta harga produk  online agar disamakan dengan harga offline ",Negatif
 Jng tutup....sebab Kan satu dua report dah jejas Kan pendapat banyak user kat tiktok...Kalo open Kan shopee buat live org tak nk tengok sebab shoopee senang crash.....lebih Baik tolong perngiraan yang tak de online shop pasarkan barang diaorg...kadang2 kite kene Cuba Benda baru.,Positif
" bener sayang bgt si tiktok shop tutup, semoga Pak Ganjar bisa ngasi solusinya 😥",Positif
" Dih.  Tiktok shop di tutup itu karena algoritma nya, penyalah gunaan social medianya, dan rawan monopoli pasar. BUKAN karena jualan onlinenya. .  .  Itu pedagang yg nuntut e commerce d tutup, ngelunjak. Tanah abang bukan segalanya woi. Usaha ikutin perkembangan zaman!",Negatif
" Beneran dah, pinjol sama judol yg hrs nya dibasmi krn ini bikin banyak orang terjerat, bukan ngga mungkin loh kasus kriminal makin marak juga krn 2 hal ini, penegak hukum dan pemerintah masih mau tutup mata? tiktok shop yg menurut w gak begitu merugikan malah di tutup asuuuu",Positif
"Barang terakhir yg aku co di detik” tiktok shop tutup,agak sedih 💔 ",Negatif
" Belinya flash sale waktu TikTok Shop mau tutup, abang mau? Buy 1 get me.  )",Positif
"Edwin : aku seneng yang tiktok shop tutup, saiki kamu gaiso ngomong eh yang aku gasengojo cek out""   huahahah cok 😭""",Positif
 Tiktok shop udah tutup,Negatif
" aku kemarin tim setuju tiktok shop diperbaiki birokrasinya karna aku percaya konspirasi penyelipan project s, tpi klo semua e-commerce tutup ya engga setujula",Negatif
 Sedih banget TikTok Shop tutup 😭,Negatif
Kemarin aku mikir gapapa tiktok shop di tutup toh rezeki datangnya bisa dari mana aja dan aku masih punya shopee masih bisa live disitu Tapi kali ini bener benerr ngelunjak yee,Positif
 tiktok shop yg tutup,Positif
 Gegara warga pasar abang nuntut Tiktok shop tutup. Banyak kurir yg terancam nganggur.,Positif
"jujur sedih bgt ternyata Tiktok Shop beneran tutup 💔🥺 dan ini salah satu moist yg sering ku repurchase di Tiktok Shop, eh secara gak sadar ternyata udah abis 3 jar aja~ 🥲  wajib nge-stock Cerahydro Moisturizer ini sih, apalagi kl kulitku lagi gampang rewel, jadi gak perlu… ",Positif
 Alasan Tiktok Shop di Hapus dan Minta Shope +Lazada di Tutup. ,Negatif
"  tapi bener ka aku juga tim online daripada offline, aku kena phk gegara tiktok shop di tutup. kaya bencana covid part 2, lagi udah dikasih hati minta jantung. lagi harusnya umkm itu lebih bijak ikutan marketing online :))",Positif
" Tiktok shop di tutup bukan karena pedagang tanah abang, dan pedagang tanah abang jangan sok pede banget.   Banyak konveksi lokal yg level rumah tangga pada sepi order dan banyak lagi karna barang impor yg seharusnya dinegri sendiri bisa buat tp kalah harga.",Positif
  Di shopee dll udh membatasi penjualan dari luar negri sejak lama. Sekarang udh gak bs sama sekali beli barang dari luar negri. Barusa td malam mau cek out udh gak bs. Betul.. tiktok shop gak izin ecommers. Tp izin nya sosial media. Jd emang wajar kalo di tutup.,Positif
"seller tanah abang kok ngelunjak, kemarin minta tutup tiktok shop, skrng minta online shop lain tutup juga, egois itu namanya. skrng gini deh, dgn menutup online shop apakah bikin tanah abang jd rame? nggak mau bersaing secara sehat, di pikir yg nyari rezeki lu doang?",Positif
"Sudah w bilang jangan tutup 1 pihak disaat ada nya isu penutupan tiktok shop. Sekarang melunjak kan untuk menutup e-commerce lainnya, padahal dengan adanya e-commerce harusnya terjadi cashflow baru untuk negara ini. Teknologi itu bakal terus ada dan berkembang, harus ada ...",Positif
 yah keinget garagara tiktok shop tutup ngga keburu co bakpia sama lapis legit:((,Negatif
"Sukses Tutup Tiktok Shop, Giliran Pedagang Tanah Abang Minta Lazada, Shopee di Hapus, ternyata itu poster minggu lalu ",Positif
" tiktok shop uda tutup, shopee cabang luar di ilangin. masa masih minta lazada, sama shopee di tutup bjir",Negatif
  Tiktok di tutup menurut ku karna permainan algoritma yang gak adil + monopoli produk yang dimana kebanyakan yang di jual dari tiktok shop itu dari China,Negatif
" Tiktok shop, importir china okelahh klo minta tutup. Lahinii wkwkkw",Positif
" Klo tiktok shop tutup okelah, tapi klo syopi sama lazadut kan emang asli buat jual beli, kenapa ngga kalian aja yg bikin toko di syopi/lazadut atau e-commerce lainnya",Positif
"STOP YA ANJ Gara2 Tiktok shop tutup, seller luar negeri juga diblokir. Gue ga bisa PO album langsung dari Korea 😭😭😭",Negatif
 Gua tanya emang seberapa besar sih pengaruh penjualan offline di tanah abang itu terhadap ekonomi negara?kemarin udah di turutin tiktok shop di tutup sekarang yang lainnya juga di suruh tutup emang seberapa besar sih pengaruh nya?,Positif
"ini kalo ga dagang doang ga belajar ilmunya,turun nya daya beli tuh ada beberapa faktor ga bisa di simplifikasikan ke platform dari tiktok shop di tutup aja udah aneh,tiktok shop tuh regulasi aja sesuai uu nya",Negatif
"TikTok Shop Tutup, Tokopedia dan Shopee Bebas dari Barang Impor ",Positif
" dikasih hati mintak jantung ini orang² pasar, toh tiktok shop udah tutup emang sekarang psar jadi rame?",Negatif
"Setelah tiktok shop di tutup,sekarang ngelunjak minta shopee lazada online shop di tutup juga omg emang nya yang sepi tanah abang doang 😭❤‍🩹💔 ,pura² mati aja ah 😮‍💨🧖‍♀️😶‍🌫, ngadi² semua usaha memang lagi masanya",Negatif
 Wkwk udah d bilang pemerintah salah mengkambing hitamkan tanah abang sebagai alasan tiktok shop d tutup 🤣 kan jadi ngelunjak sdm2 mini nya 😂😂😂,Negatif
" Kalau tiktok shop di blokir ya gue setuju karna izin tiktok hanya social commerce bukan e-commerce. Tapi kalau minta shoppe, lazada, dan tokped di tutup juga itu tuman nama nya.",Negatif
 Pantesan tiktok shop di tutup,Negatif
" Nah kl yg ini baru beneran, kmaren tiktok shop di tutup permintaan shopee ke pemerintah dgn syarat nyawer",Positif
" Setau saya, Tiktok tutup dengan alasan perizinan. Yang lain? Beda cerita.  Gak ada OL Shop juga belum tentu orang mau belanja di Tanah Abang.",Positif
tiktok shop di tutup apakah gegara permainan para artis jualan 2jam dapat miyaran  dan gak bayar pajak? kalau iya jangan di tutup Batasin saja penjualan nya..,Positif
" Ga akan bangg tiktok shop tutup jg karna politik olshop yang lain wkwk, bingung jg kenapa dulu pedagang pasar pas di wawancara keselnya cuma sama tiktok, shopee dkk ga pernah disinggung kan aneh bro",Negatif
"Stop matiin rezeki orang ya !! Tiktok shop di tutup aja, yang sengsara sudah banyak banget 😭 Please lah bukan Tanah Abang doang yang butuh duit 🤬🤬",Positif
"  Minta shopee dan lazada tutup, merasa bersalahkah dengan di ttupnya tiktok shop?",Negatif
 Tiktok shop tutup aja rasanya sedih bgtt,Negatif
" Iyaa aku juga sedih, dlu scroll tiktok sambil liat live shop nya 😭  Gak kebayang sesedih apa klo toko oren di tutup juga 😭😭",Negatif
 ngelunjak mntng udah diturutin tiktok shop di tutup.. hadehh warga konoha",Negatif
"TikTok shop tutup, oke, masih masuk akal karena emang ngelanggar peraturan. Sekarang Shopee, Lazada, dkk punya salah apa? 😭",Positif
 mf seperti udang lebih dari 5x lewat tl gw mungkin kalo sampai malam nanti bisa 10x kali ya hahaha. btw setahu aku  itu video lama walaupun ga lama lama banget tepat nya pas lagi rame-rame tiktok shop mau di tutup.   cmiw,Positif
"Dapat Keluhan TikTok Shop Tutup, Ganjar: Semuanya Harus Ikuti Aturan ",Negatif
"Gegara TikTok Shop Tutup, 2 Remaja Ini Nekat Cegat Ganjar, Lalu Curhat Sambil Menangis ",Negatif
kok masih pada percaya tiktok shop tutup karena pedagang tanah abang ya,Negatif
"masih ga nyangka tiktok shop di tutup, jadi kangen parah ngelive mana lagi rame banget jualan adda adda aja ni 2hari kebawa mimpi jualan terus😭",Negatif
" Gw setuju tiktok shop tutup krn emg ya banyakan produk impor drpd umkm, blm lagi algoritma nya agak ngaco. Tapi toko online shopee / tokped tu banyak umkm nya bjir. Dipikir yg butuh duit cm pedagang TA apeee?",Positif
 ini yg mesti di luruskan/di beri edukasi yg benar. knp tiktok shop di tutup?,Negatif
Kalo ini sih emang dagangan Tanah Abang nya yg gak bgs. Jadi kalo kmrn minta TikTok shop di tutup itu emang Salah bgt apalagi skg minta yg lainnya jg di tutup,Negatif
"Saya sangat kecewa kalau memang tiktok shop akn di tutup, krn kami sbgi penjual dan affiliator tiktok sangat kecewa karna kami kehilangan media mata pencaharian kami dlm menjual barang, pk  ,tolong bersikap adil pd UMKM indonesia termasuk UMKM di tiktok  ",Negatif
"baru sebulan tiktok shop di tutup, ingin minta lebih. ngelunjak ?",Positif
TikTok Shop di Indonesia dah tutup. Tapi ada kemungkinan untuk dibuka balik.  TikTok Malaysia rasa-rasa kena tutup juga ke?  Ada pendapat tak?,Negatif
" segitu kesaingan nya ya pak?, sampe sampe semua olshop minta di tutup, lagian udah di turutin tiktok shop di hapus eh ngelunjak juga",Positif
" Oke tiktok shop emang harganya murah kebangetan, tapi Kalau sampe Shopee sama Lazada di tutup dan mereka masih sepi, mau nyalahin siapa lagi?  Berkembang dong bukan malah meratapi keadaan dan nyalahin orang lain mulu.",Positif
" Tiktok shop udah bener di tutup gara2 gak punya izin e-commerce.. Lah shopee, lazada izinya e-commerce.. orang2 salah tanggap kalo pemerintah tutup TT shop gara2 mematikan pedagang tanah abang..🤔🤔",Negatif
"Sesungguhnya tiktok shop tutup itu bukan solusi, tapi memang penjualan model baru sudah terlanjur jalan dan pedagang harus bisa adaptasi🫣",Positif
 Ya tutup aja semua biar nambah pengangguran dikira yg kena imbas nya cuma pedagang aja kurir² juga kena imbas dr penutupan tiktok shop,Negatif
"Wes shopee china di banned kabeh, tiktok shop di tutup, saiki mrembet ke shopee sm lazada? Utek mu nandi seh ya allah..",Negatif
"narasi tutup tiktok shop karena tn abang sepi aja udah konyol,",Negatif
" bukannya tiktok shop di tutup,karna permintaan e commerce lainya juga ya,skrng mereka yg di minta buat di tutup,ya jelas gabakal bisa lah anying,pemerintah nutup tiktokshop pun bukan semata mata tanah abang",Negatif
Dari tiktok shop di tutup aja udh banyak kena pengurangan untuk startup yg marketingnya di tiktok,Negatif
 Itu sih udah stupidity ya. At least tiktok shop masih ada alasan legalnya karena perijinan. Lah minta e-commerce lain tutup tuh ngapain?,Negatif
" coba di balik para seller tiktok shop, shopee dan lazada minta tanah abang di tutup aja si hehe",Negatif
" Tiktok shop emang layak tutup karna bermasalah. Kalau tokped, lazada, shopee dkk gak dulu",Positif
" setahuku tiktok shop di tutup karena melanggar peraturan. tiktok shop tidak memiliki izin berdagang bagi e-commerce. kalau yang lain mah harusnya udah ada, sesuai perarturannya.",Positif
Tiktok shop indo kan tutup ya?tapi kalau thai masih bisa. Semenjak ganti no ke thai jg gw cmn bisa belanja di tiktok shop sini gak bisa kalau indo 😂 ,Positif
terpaling madani lah ni nak tutup periuk nasi peniaga. nak tutup tiktok shop ? tak fikir ke org yang dah lama berniaga and sumber rezeki dorang dari situ? but kau choose nak stopkan rezeki org ? mana common sense korang kepada rakyat ?,Negatif
"Setelah tutup Tiktok shop, sekarang pedagang Tanah Abang minta tutup Shopee, Lazada dan Online shop lainnya.. 👏 👏 👏 😂😂😂 ",Negatif
Dih lu pikir tiktok shop tutup gegara lu pada wkwkwkw goblo,Positif
 Dih ngelunjak Dikira tiktok shop tutup cuman karena tanah abang sepi"",Negatif
" Pikirin anjir yang di luar jawa, Misalkan barang yg modelnya kek gitu tu ga ada di kotanya, ada nya yang di luar kota, masa harus ke luar kota si, pikirin anjir, ga ngotak minta nya, udah di iya in tiktok shop di tutup ini malah pgn semua apk online shop di tutup, Ga mikir apa ya",Negatif
 Baru aja habis ngobrol sama mama kalo ada kemungkinan online shop lain di minta buat tutup juga. Kemaren ada vt ibu-ibu ngasih saran pedagang buat andil juga bikin tiktok atau live gitu tapi bilangnya ga bisa dan ga nguntungin ya bener ga bakal nguntungin kalo ga mau belajar,Positif
" emang ada yg peduli ? mereka trebel aja dunia kalem² aja kyak ngga ada apa², lebih rame berita tiktok shop di tutup di indo",Positif
 Brrti tiktok shop tutup gak berdampak apa2 dong ke kondisi pasarnya tetap sepi? Gaya hidup sudah berubah.,Positif
 Mereka beneran percaya klo tiktok shop tutup karena mereka 😊😊,Positif
Njir mentang² di kabulin tiktok shop di tutup skrng malah ngelunjak,Negatif
tiktok shop udeh tutup w belom semlet checkout tissue 10 pack 35rb bangsattttttt,Positif
 tiktok shop tutup gak ngaruh ya? 🤣🤣🤣🤣,Positif
" Tiktok shop tuh dihapus bukan karena dia online shop. tapi karena ijin dia tuh sns tapi dia bikin online shop.   kalo situ ga bisa bersaing sama online, ya tutup saja. u tau kenapa n*kia sekarang namanya redup, karena ga mau ikutin jaman. kalo u ga bisa beradaptasi ya babai.",Positif
" Gak loh ituu foto lama sebelum tiktok tutup..  Gue pedagang tanah abang, sejatinya pedagang tanah abang ga alergi sma on-line shop. Dari dulu juga ada shopee lazada DLL. Yg ga disuka itu emang tik tok sih krn jual kemurahan banget.  Shpe lzda jual nya ga jauh jauh harganya",Positif
 gue cuma g habis pikir tiktok shop di tutup cuma gara gara aduan di tanah abang. yg jualan di tiktok shop se indonesia raya bahkan mungkin g punya offline store mati rejeki mereka hanya gara2 ulah sirik penghuni bangunan tua ini rejeki udh ada yg ngatur kalian sepi udh takdir ,Negatif
 Gara2 Tanah abang.. Tiktok shop tutup.. GG Bener.. Emangnya se Indonesia Raya beli baju atau sejenisnya di Tanah abang aja apa????,Positif
 setau gue tiktok shop di tutup karena masalah perizinan tiktok tuh sosial media kan bukan marketplace? bisa balik kalo dia ngurus izin nya.. LAH KALO SHOPEE LAZADA KAN ITU EMANG MARKETPLACE JIR.,Positif
"2 remaja putri Cirebon nangis ke Ganjar Pranowo, curhat TikTok Shop tutup ",Positif
mau beli rok di tiktok shop tp lupa udh tutup,Positif
"ukm yg biasanya juga live di tiktok shop juga kasian lho sejak tiktok shop di tutup, gua kadang beli jajanan ukm di sana aja binggung mau beli dimana lagi. beli di toko oren ongkirnya ga ngotak mahalnya",Negatif
sebenernya kalo bisa di bilang sih agak repot ya pas tiktok shop di tutup itu. soalnya kalo kari ke market lain agak mahal harganya,Negatif
" Apa banget coba, udah ada yg gampang kenapa harus yang ribet . udah jelas iya beli online itu simpel apalagi buat kita yang perkerja  yang waktu gak banyak untuk belanja dan apalagi kita yang gak bisa nawar barang .. terus dengan tutup tiktok shop ,tanah Abang bakal rame",Positif
"guys doain aku ya, since tiktok shop tutup kan jadinya ada perombakan tim besar2an di tim aku (since aku divisi tim tiktok di kantorku), jadinya banyak dari tim aku yang dipindah pindah ke divisi lain. nah doain aku dapet tim yang enak dan kooperatif ya :’))))",Positif
Njir tiktok shop tutup satu DP full nganggur,Positif
 Ini orang-orang pada ga paham apa kalo tiktok shop itu punya masalah perizinan sampe merasa shopee bakal diblokir/tutup juga?,Positif
"tapi betul, tiktok shop memang murah and senang. kalau tutup for good kan, habis lahh. shopping murah gilaa doh",Positif
aku rasa malaysia pun patut tutup tiktok shop👀,Positif
Ternyata tiktok shop tutup berimbas ke kurir paket jg.. kasian ngeluh cuma anter 15 paket cuma bisa buat beli bensin aja..  Jadi ada atau tutup tiktok shop lbh banyak mana yg kena imbas?,Positif
baru sadarrrr tiktok shop kan resmi tutup trus skripsi gw gimana masih ttp diterima ga ya 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,Negatif
4 benda terakhir yg dibeli sebelum tiktok shop tutup. segini banyak cuman 200 ribu lebih dikit ,Positif
  Bener bangett kakak aing di gudang j&amp t ke PHK karna tiktok shop tutup,Positif
Tiktok Shop Tutup Permanen  Langkah yang Tepat?  ,Positif
 Jangan salahkan TikTok shop lagi mereka sudah tutup,Negatif
LAH KONTOL TIKTOK SHOP BENERAN TUTUP ANJING NGAPAIN TUTUP GW NANYA ANJINKKK GW MAU NULIS AP DI KERTAS KOMBIS GW KOKKNNNNTZ,Positif
kmaren dapet harga 140k dapet 2 di tiktok shop h-1 sebelum tutup dan baru sampee tadiii ,Positif
" wkwk kamfangg, kemaren udh dikasianin dengan tutup tiktok shop, tapi malah minta tutupin toko oren sama toko ungu juga, situ waras wkw",Positif
 Tiktok shop kan di tutup bang wkwk,Negatif
" Sebenernya di tutup krn izinnya cuma sebagai media sosial bukan marketplace apalagi banyak terjadi transaksi. Setau saya,   pihak tiktok diberi waktu untuk memisahkan antara tiktok medsos dan tiktok shop tapi ga mau.",Positif
" Tiktok shop udah tutup tapi TA masih sepi ya gara2 kita males jir jauh-jauh, panas, banyak copet lagi",Positif
 Mending tutup tiktok aja semua bang. Jgn cuma tiktok shop aja. Siapa tau 2024 dpt presiden yg bagus bisa gerakin ekonomi bukan cuma lip service soal ekonomi doang tp aksi nya malah bikin ekonomi mandek,Positif
Ekonom nilai produk impor tetap dominan meski TikTok Shop tutup ,Negatif
 haah antara faktor jugak sbb nak copy indo😭 tak kisah la nak tutup tiktok shop skrg tlg confirm jgn tutup tiktok je 😭☝🏻,Positif
 Thank sudah tutup tiktok shop😬,Negatif
